tilvísun	O
Arduino	O
vélbúnaðarhönnun	O
er	O
dreift	O
með	O
Creative	B-ORG
Commons	I-ORG
Attribution	O
Share-Alike	O
2.5	O
höfundarleyfi	O
.	O

Kingston	B-LOC
upon	I-LOC
Thames	I-LOC
(	I-LOC
borgarhluti	I-LOC
)	I-LOC

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

Höfuðstöðvar	O
þeirra	O
eru	O
staðsettar	O
í	O
Ósló	B-LOC
.	O

Hendrik	B-PER
Antoon	I-PER
Lorentz	I-PER

Vilhjálmi	B-PER
2.	I-PER
Þýskalandskeisara	I-PER
var	O
ýtt	O
til	O
hliðar	O
og	O
hann	O
hafði	O
lítið	O
að	O
segja	O
um	O
framgöngu	O
stríðsrekstursins	O
.	O

Dante	B-PER
Alighieri	I-PER
var	O
rekinn	O
í	O
útlegð	O
frá	O
Flórens	B-LOC
.	O

(	O
357a-383c	O
)	O
Ríkið	B-ORG
II	I-ORG

Við	O
götuna	O
standa	O
fá	O
íbúðahús	O
sem	O
og	O
tvö	O
hús	O
Menntaskólans	B-ORG
í	I-ORG
Reykjavík	I-ORG
og	O
er	O
annað	O
þeirra	O
kallað	O
eftir	O
götunni	O
í	O
daglegu	O
tali	O
nemenda	O
.	O

Gínea	B-LOC
(	O
1	O
)	O

TILVÍSUN	O
Dómkirkjan	B-ORG
í	I-ORG
Reykjavík	I-ORG

Skipið	O
var	O
að	O
koma	O
frá	O
Liverpool	B-LOC
á	O
Englandi	B-LOC
til	O
Íslands	B-LOC
og	O
var	O
upprunalega	O
á	O
leið	O
til	O
Vestmannaeyja	B-LOC
en	O
áætlun	O
var	O
breytt	O
og	O
ákveðið	O
að	O
fara	O
til	O
Eskifjarðar	B-LOC
.	O

tilvísun	O
Godspeed	B-ORG
You	I-ORG
!	I-ORG
Black	I-ORG
Emperor	I-ORG

Þeir	O
eru	O
ættaðir	O
frá	O
Suður-Ameríku	B-LOC
,	O
nánar	O
tiltekið	O
löndum	O
í	O
Andesfjöllum	B-LOC
eins	O
og	O
Bólivíu	B-LOC
,	O
Perú	B-LOC
og	O
Ekvador	B-LOC
.	O

tilvísun	O
Fjölnir	B-ORG
(	I-ORG
tímarit	I-ORG
)	I-ORG

**	O
Göng	O
undir	O
Öskjuhlíð	B-ORG
.	O

Óendurnýjanlegir	O
stofnar	O
eru	O
óendurnýjanlegar	B-ORG
auðlindir	I-ORG
.	O

Dómkirkjan	B-ORG
í	I-ORG
Flórens	I-ORG

Ári	O
síðar	O
fór	O
hann	O
á	O
láni	O
til	O
Viking	B-ORG
Fotballklubb	I-ORG
.	O

Miðflokkurinn	B-ORG
(	O
3	O
)	O

Listi	B-ORG
yfir	I-ORG
fangelsi	I-ORG
á	I-ORG
Íslandi	I-ORG

Bærinn	O
stendur	O
norðan	O
megin	O
við	O
Genfarvatn	B-LOC
.	O

Eingöngu	O
er	O
hægt	O
að	O
nálgast	O
leikinn	O
gegnum	O
Steam	B-ORG
.	O

Sörkvir	B-PER
yngri	I-PER
Karlsson	I-PER
(	O
S	O
.	O
)	O

Öll	O
lög	O
á	O
plötunni	O
eru	O
eftir	O
Noel	B-PER
Gallagher	I-PER
.	O

''	O
'Wyoming	O
''	O
'	O
er	O
fylki	B-LOC
í	O
Bandaríkjunum	B-LOC
.	O

Hann	O
vann	O
mestan	O
hluta	O
ævi	O
sinnar	O
við	O
hirð	O
Loðvíks	B-PER
14	I-PER
.	I-PER
Frakkakonungs	O
.	O

himbrima	B-ORG
(	O
''Gavia	O
immer	O
''	O
)	O

TILVÍSUN	O
Tækniháskólinn	B-ORG
í	I-ORG
Kaliforníu	I-ORG

tilvísun	O
Heiðmörk	B-LOC
(	I-LOC
fylki	I-LOC
í	I-LOC
Noregi	I-LOC
)	I-LOC

Alfred	B-PER
Jules	I-PER
Ayer	I-PER

Evrópukeppnin	B-ORG
í	I-ORG
knattspyrnu	I-ORG
2008	I-ORG

S	B-ORG
kem	I-ORG
ty	I-ORG
?	I-ORG
''	O
[С	O
кем	O
ты	O
?	O

Einn	O
af	O
gluggunum	O
var	O
málaður	O
af	O
Albrecht	B-PER
Dürer	I-PER
.	O

Rekstur	O
verksmiðjunnar	O
var	O
erfiður	O
framan	O
af	O
,	O
bæði	O
vegna	O
málaferla	O
innan	O
fyrirtækisins	O
og	O
erfiðra	O
viðskiptaaðstæðna	O
í	O
Rússlandi	B-LOC
.	O

'	O
''	O
Bornúveldið	B-ORG
''	O
'	O

'	O
''	O
Hallgrímur	B-PER
Helgason	I-PER
''	O
'	O

TILVÍSUN	O
H.	B-PER
G.	I-PER
Wells	I-PER

===	O
Vinstrihreyfingin	B-ORG
–	I-ORG
grænt	I-ORG
framboð	I-ORG
===	O

Þetta	O
eru	O
fyrstu	O
málmdyr	O
sem	O
smíðaðar	O
voru	O
eftir	O
daga	O
Karlamagnúsar	B-PER
.	O

Stokkhólmsbanki	B-ORG
var	O
stofnaður	O
.	O

Til	O
dæmis	O
gefur	O
ESB	B-ORG
einstaklingum	O
aðildarríkjanna	O
alþjóðaríkisborgarétt	O
.	O

Martin	B-PER
Sheen	I-PER
sem	O
Jed	O
Bartlet	O

''	O
Family	B-ORG
Guy	I-ORG
''	O

Aldo	B-PER
Moro	I-PER
(	O
annað	O
skipti	O
)	O

Emily	B-PER
Procter	I-PER
sem	O
Calleigh	O
Duquesne	O

Fram	O
-	O
Stjarnan	B-ORG
19:14	O

Katrín	B-PER
Jakobsdóttir	I-PER
,	O
fyrrv	O
.	O

Faðir	O
hans	O
var	O
Ragnar	B-PER
loðbrók	I-PER
.	O

Þetta	O
var	O
í	O
raun	O
sambræðingur	O
úr	O
kenningum	O
Kóperníkusar	B-PER
og	O
Aristótelesar	B-PER
.	O

Lena	B-PER
(	O
160	O
)	O

TILVÍSUN	O
Auður	B-PER
djúpúðga	I-PER
Ketilsdóttir	I-PER

tilvísun	O
Aristarkos	B-PER
frá	I-PER
Samóþrake	I-PER

tilvísun	O
Tómas	B-PER
af	I-PER
Aquino	I-PER

TILVÍSUN	O
Díodóros	B-PER
frá	I-PER
Sikiley	I-PER

Þær	O
skiptast	O
í	O
Stóru-Sundaeyjar	B-LOC
og	O
Litlu-Sundaeyjar	B-LOC
.	O

Umsjónarmaður	O
keppninnar	O
frá	O
upphafi	O
hefur	O
verið	O
Andrés	B-PER
Indriðason	I-PER
.	O

'	O
''	O
Víetnam	B-LOC
''	O
'	O

Að	O
auki	O
kom	O
fram	O
í	O
dómnum	O
að	O
ekki	O
væri	O
heimilt	O
að	O
takmarka	O
atvinnuréttindi	O
meðlima	O
Evrópusambandsins	B-ORG
með	O
því	O
að	O
leyfa	O
eingöngu	O
að	O
ákveðinn	O
fjöldi	O
útlendinga	O
léki	O
með	O
félagsliðum	O
.	O

TILVÍSUN	O
Úrbanus	B-PER
2	I-PER
.	I-PER

Setning	B-ORG
(	I-ORG
setningafræði	I-ORG
)	I-ORG

Vegurinn	O
er	O
að	O
mestu	O
tvíbreiður	O
nema	O
þar	O
sem	O
hann	O
liggur	O
í	O
gegnum	O
stærri	O
bæi	O
þar	O
sem	O
hann	O
er	O
breiðari	O
og	O
einnig	O
í	O
hluta	O
Hvalfjarðarganganna	B-ORG
.	O

Neuchatel	B-LOC
(	I-LOC
fylki	I-LOC
)	I-LOC

Pál	B-PER
Melsteð	I-PER
amtmann	O
(	O
1791-1861	O
)	O
.	O

tilvísun	O
Elísabet	B-PER
1	I-PER
.	I-PER

Á	O
við	O
um	O
þegar	O
leikið	O
er	O
í	O
tölvu	B-LOC
,	O
oftast	O
þá	O
eftir	O
leikreglum	O
.	O

Hermann	B-PER
Jónasson	I-PER
,	O
1944-1962	O

Tveir	O
buðu	O
fram	O
til	O
varaformanns	O
en	O
það	O
voru	O
þau	O
Siv	B-PER
Friðleifsdóttir	I-PER
og	O
Birkir	B-PER
Jón	I-PER
Jónsson	I-PER
.	O

Míkrónesía	B-LOC
(	O
6	O
)	O

Marmarastytta	O
af	O
stofnandanum	O
,	O
eftir	O
Bertel	B-PER
Thorvaldsen	I-PER
,	O
stendur	O
vörð	O
um	O
safnið	O
.	O

Töltið	O
finnst	O
í	O
nokkrum	O
hestakynjum	O
í	O
Norður-Ameríku	B-LOC
,	O
Suður-Ameríku	B-LOC
og	O
í	O
Asíu	B-LOC
.	O

Að	O
auki	O
er	O
hann	O
fyrrverandi	O
eiginmaður	O
og	O
barnsfaðir	O
Britneyjar	B-PER
Spears	I-PER
.	O

Í	O
dalnum	O
er	O
stöðvarhús	B-ORG
Kárahnjúkavirkjunar	I-ORG
við	O
Teigsbjarg	O
.	O

Þróttur	B-ORG
tók	O
þátt	O
í	O
fyrsta	O
skipti	O
.	O

Sverrir	B-PER
Magnús	I-PER
Noregsprins	I-PER

Einnig	O
hafa	O
móðurfélög	O
verslunnarkeðja	O
og	O
ýmis	O
fasteignafélög	O
verið	O
skráð	O
í	O
íslensku	B-ORG
kauphöllina	I-ORG
,	O
ásamt	O
fjölmörgum	O
öðrum	O
fyrirtækjum	O
.	O

F.	B-PER
Scott	I-PER
Fitzgerald	I-PER
og	O
James	B-PER
Joyce	I-PER
.	O

Gottfried	B-PER
Wilhelm	I-PER
von	I-PER
Leibniz	I-PER

Austrómverska	B-LOC
keisaradæmið	I-LOC
(	O
395-1453	O
)	O

TILVÍSUN	O
George	B-PER
H.	I-PER
W.	I-PER
Bush	I-PER

'	O
''	O
Logi	B-PER
Bergmann	I-PER
Eiðsson	I-PER
''	O
'	O

Einnig	O
Nígería	B-LOC
,	O
Holland	B-LOC
og	O
Þýskaland	B-LOC
.	O

Aðdragandinn	O
að	O
gerð	O
þessa	O
líkneskis	O
af	O
Ingólfi	B-PER
Arnarssyni	I-PER
landnámsmanni	O
var	O
mjög	O
langur	O
.	O

Alcide	B-PER
De	I-PER
Gasperi	I-PER
(	O
annað	O
skipti	O
)	O

Ullin	O
var	O
lituð	O
blá	O
og	O
var	O
eftirsótt	O
víða	O
í	O
Evrópu	B-LOC
.	O

Flytjendur	O
eins	O
og	O
Bítlarnir	B-ORG
,	O
Led	B-ORG
Zeppelin	I-ORG
,	O
Pink	B-ORG
Floyd	I-ORG
,	O
Elton	B-PER
John	I-PER
,	O
Queen	B-ORG
og	O
The	B-ORG
Rolling	I-ORG
Stones	I-ORG
eru	O
meðal	O
þeirra	O
sem	O
hafa	O
selt	O
mest	O
af	O
plötum	O
í	O
heiminum	O
.	O

Bandaríkjaþing	B-ORG
stóð	O
fyrir	O
rannsókn	O
á	O
aðdraganda	O
og	O
ástæðum	O
hrunsins	O
og	O
leitaði	O
lausna	O
til	O
þess	O
að	O
endurheimta	O
traust	O
.	O

Hugræn	B-ORG
atferlismeðferð	I-ORG
virðist	O
vera	O
gagnlegasta	O
sálfræðimeðferðin	O
við	O
lotugræðgi	O
og	O
niðurstöður	O
benda	O
til	O
þess	O
að	O
langtímaáhrifa	O
hennar	O
gæti	O
hjá	O
um	O
helmingi	O
sjúklinga	O
og	O
að	O
hún	O
gagnist	O
a.m.k	O
.	O

Egyptaland	B-LOC
(	O
103	O
)	O

TILVÍSUN	O
Queens	B-ORG
of	I-ORG
the	I-ORG
Stone	I-ORG
Age	I-ORG

Aftur	O
á	O
móti	O
geta	O
nokkrar	O
tegundir	O
þeirra	O
við	O
strendur	O
Norður-Ameríku	B-LOC
verið	O
milli	O
5	O
til	O
20	O
sentimetra	O
langir	O
.	O

Íbúar	O
eru	O
um	O
58	O
milljónir	O
og	O
landið	O
er	O
þrisvar	O
sinnum	O
stærra	O
en	O
Ísland	B-LOC
.	O

Hann	O
stofnaði	O
því	O
borgina	O
Mannheim	B-LOC
og	O
lét	O
reisa	O
sér	O
glæsilegan	O
kastala	O
þar	O
.	O

TILVÍSUN	O
H.	B-PER
P.	I-PER
Lovecraft	I-PER

Snorri	B-PER
Sturluson	I-PER
átti	O
jörðina	O
þó	O
svo	O
að	O
óvíst	O
sé	O
að	O
hann	O
hafi	O
nokkru	O
sinni	O
búið	O
þar	O
sjálfur	O
.	O

Þorlákur	B-PER
helgi	I-PER
Þórhallsson	I-PER

Universidade	B-ORG
Estadual	I-ORG
de	I-ORG
Feira	I-ORG
de	I-ORG
Santana	I-ORG

TILVÍSUN	O
W.	B-PER
H.	I-PER
Auden	I-PER

tilvísun	O
Héruð	B-LOC
í	I-LOC
Póllandi	I-LOC

Borgin	O
er	O
nefnd	O
eftir	O
konungsættinni	B-ORG
Vasa	I-ORG
.	O

'	O
''	O
Grikkland	B-LOC
'	O
''	O

31	O
%	O
íbúanna	O
tilheyra	O
engri	O
kirkju	O
,	O
aðallega	O
í	O
austurhluta	O
landsins	O
,	O
enda	O
var	O
sá	O
hluti	O
undir	B-LOC
stjórn	I-LOC
kommúnista	I-LOC
í	O
hartnær	O
40	O
ár	O
.	O

Marg	B-PER
Helgenberger	I-PER
sem	O
Catherine	O
Willows	O

tilvísun	O
Franklin	B-PER
D.	I-PER
Roosevelt	I-PER

Endurbygging	O
Westminster	B-ORG
Abbey	I-ORG
hófst	O
.	O

Two	B-ORG
and	I-ORG
a	I-ORG
Half	I-ORG
Men	I-ORG

Ásamt	O
Léonin	B-PER
er	O
hann	O
frægasti	O
meðlimur	O
þess	O
skóla	O
.	O

Lundaveiðar	O
eru	O
að	O
mestu	O
stundaðar	O
í	O
Vestmannaeyjum	B-LOC
og	O
Grímsey	B-LOC
.	O

'	O
''	O
Rússland	B-LOC
''	O
'	O

tilvísun	O
Miguel	B-PER
de	I-PER
Cervantes	I-PER

Osama	B-PER
bin	I-PER
Laden	I-PER

Frans	B-PER
Ferdinand	I-PER
erkihertogi	I-PER

'	O
''	O
Svíþjóð	B-LOC
''	O
'	O

Bandalag	B-ORG
starfsmanna	I-ORG
ríkis	I-ORG
og	I-ORG
bæja	I-ORG

Ákvörðunin	O
var	O
umdeild	O
,	O
en	O
Alþingi	B-ORG
tók	O
í	O
framhaldi	O
frumvarpið	O
af	O
dagskrá	O
,	O
þ.a	O
.	O

heimspekirit	O
í	O
tveimur	O
bindum	O
(	O
sem	O
hann	O
byggði	O
að	O
hluta	O
á	O
ritum	O
Martinus	B-PER
Thomsen	I-PER
)	O
.	O

'	O
''	O
Katrín	B-PER
Júlíusdóttir	I-PER
(	O
5	O
)	O
'	O
''	O

Í	O
samningnum	O
voru	O
ákvæði	O
um	O
tólf	O
mánaða	O
uppsagnarfrest	O
að	O
undangenginni	O
endurskoðun	O
á	O
þörf	O
fyrir	O
hervernd	O
á	O
vegum	O
Atlantshafsbandalagsins	B-ORG
.	O

'	O
''	O
Dansk-norska	B-LOC
ríkið	I-LOC
''	O
'	O

Serbía	B-LOC
(	O
115	O
)	O

Numb3rs	B-ORG
-	O
2	O
þættir	O
(	O
2006-2009	O
)	O

Two	B-ORG
and	I-ORG
a	I-ORG
Half	I-ORG
Men	I-ORG

Hann	O
var	O
skapaður	O
af	O
Kouta	B-PER
Hirano	I-PER
.	O

'	O
''	O
Reykjavík	B-LOC
70	O
''	O
'	O
-	O
66	O
Fljótsdalshérað	B-LOC

'	O
''	O
Krímkanatið	B-LOC
''	O
'	O

Hann	O
var	O
þá	O
hirðprestur	O
Ólafs	B-PER
konungs	I-PER
Tryggvasonar	I-PER
.	O

Myndinni	O
var	O
aðeins	O
dreift	O
á	O
mynddiski	B-ORG
.	O

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

tilvísun	O
Listi	B-ORG
yfir	I-ORG
Numb3rs-þætti	I-ORG
(	I-ORG
4.	I-ORG
þáttaröð	I-ORG
)	I-ORG

tilvísun	O
Pan	B-ORG
American	I-ORG
World	I-ORG
Airways	I-ORG

Georgía	B-LOC
(	O
35	O
)	O

Kathy	B-PER
Bates	I-PER
sem	O
Gertrude	B-PER
Stein	I-PER

Bowser	B-PER
úr	O
Mario	B-PER
leikjunum	O

Hann	O
er	O
aðstoðarseðlabankastjóri	O
Seðlabanka	B-ORG
Íslands	I-ORG
.	O

tilvísun	O
Háskólinn	B-ORG
á	I-ORG
Bifröst	I-ORG

Menntaskólinn	B-ORG
í	I-ORG
Kópavogi	I-ORG
býður	O
upp	O
á	O
námskeið	O
í	O
fangelsinu	O
.	O

Leikinn	O
af	O
Dylan	B-PER
Bruno	I-PER
.	O

Auðnutittlingur	B-LOC
(	O
''Carduelis	O
flammea	O
''	O
)	O

Vinna	O
hófst	O
við	O
núverandi	O
Kínamúr	B-ORG
.	O

Urbana	B-LOC
(	I-LOC
Illinois	I-LOC
)	I-LOC

Jensen	B-PER
Ackles	I-PER
sem	O
Dean	O
Winchester	O

Ekki	O
er	O
hægt	O
að	O
fullyrða	O
hvort	O
staðurinn	O
er	O
Vínland	B-LOC
,	O
sem	O
sagt	O
er	O
frá	O
í	O
fornritum	O
.	O

'	O
''	O
Jyväskylä	B-LOC
''	O
'	O

Hann	O
er	O
nú	O
búsettur	O
í	O
Jórdaníu	B-LOC
.	O

TILVÍSUN	O
Ísafold	B-ORG
(	I-ORG
1874	I-ORG
)	I-ORG

Guillaume	B-PER
François	I-PER
Antoine	I-PER
l'Hôpital	I-PER

Þessu	O
mótmælti	O
þó	O
Sigurður	B-PER
Nordal	I-PER
.	O

Bruce	B-PER
Campbell	I-PER
sem	O
Sam	O
Axe	O

Hann	O
var	O
meðal	O
annars	O
aðalhljómsveitarstjóri	O
Berlínarfílharmóníunnar	B-ORG
í	O
marga	O
áratugi	O
.	O

Næst	O
á	O
eftir	O
koma	O
Bandaríkin	B-LOC
með	O
um	O
6	O
%	O
framleiðslunnar	O
,	O
því	O
næst	O
Tyrkland	B-LOC
,	O
Ítalía	B-LOC
,	O
Indland	B-LOC
og	O
loks	O
Pólland	B-LOC
.	O

Í	O
kvennaflokknum	O
voru	O
hollenskarstúlkur	B-LOC
sigursælastar	O
með	O
fern	O
af	O
fimm	O
gullverðlaunum	O
.	O

Kauphöll	B-ORG
Íslands	I-ORG
sótt	O
þann	O
06.05.2015	O

tilvísun	O
James	B-PER
Bradstreet	I-PER
Greenough	I-PER

Talið	O
er	O
að	O
gosið	O
hafi	O
verið	O
nálægt	O
Grímsvötnum	B-LOC
.	O

Hún	O
hefur	O
undanfarin	O
ár	O
leitt	O
vindorkuverkefni	O
Landsvirkjunar	B-ORG
.	O

Um	O
þetta	O
orti	O
Grímur	B-PER
Thomsen	I-PER
kvæðið	O
''Skúlaskeið	O
''	O
.	O

„Ob“	O
vísar	O
til	O
fljóts	B-LOC
með	O
því	O
nafni	O
.	O

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

Kathryn	B-PER
Joosten	I-PER
sem	O
Delores	O
Landingham	O

Hummer-bílar	B-ORG
komu	O
fyrst	O
á	O
markað	O
.	O

Englendingar	B-LOC
brenndu	O
Aberdeen	B-LOC
.	O

Loðvík	B-PER
8.	I-PER
Frakkakonungur	I-PER

Í	O
suðri	O
tengist	O
hafið	O
Suður-Kínahafi	B-LOC
um	O
Malakkasund	B-LOC
milli	O
Indónesíu	B-LOC
og	O
Malasíu	B-LOC
.	O

**	O
Menntaskólinn	B-ORG
á	I-ORG
Akureyri	I-ORG
komst	O
áfram	O
sem	O
stigahæsta	O
taplið	O

Það	O
var	O
stundum	O
notað	O
sem	O
viðurnefni	O
meðal	O
Rómverja	B-LOC
,	O
t.d	O
.	O

'	O
''	O
Pólland	B-LOC
'	O
''	O

**Taplið	O
Menntaskólinn	B-ORG
við	I-ORG
Sund	I-ORG
(	O
með	O
)	O
2398	O
stig	O

Í	O
Danmörku	B-LOC
,	O
Noregi	B-LOC
og	O
Svíþjóð	B-LOC
byggist	O
kerfið	O
upp	O
á	O
mánaðargreiðslum	O
.	O

Keldusvín	B-LOC
''Rallus	O
aquaticus	O
''	O
Sjaldséð	O

Tilvísun	O
Ríkisstjórnir	B-ORG
Sjálfstæðis-	I-ORG
og	I-ORG
Framsóknarflokks	I-ORG
1995	I-ORG
–	I-ORG
2007	I-ORG

tilvísun	O
Thomas	B-PER
Henry	I-PER
Huxley	I-PER

tilvísun	O
Háskólinn	B-ORG
í	I-ORG
London	I-ORG

'	O
''	O
Reykhólahreppur	B-LOC
''	O
'	O

Þekktastur	O
þeirra	O
var	O
Þangbrandur	B-PER
.	O

Þegar	O
farið	O
var	O
að	O
byggja	O
Dómkirkjuna	B-ORG
,	O
var	O
grjótið	O
til	O
hennar	O
rifið	O
upp	O
úr	O
Grjótatúni	O
og	O
það	O
ónýtt	O
.	O

TILVÍSUN	O
Harpa	B-ORG
(	I-ORG
tónlistarhús	I-ORG
)	I-ORG

Það	O
er	O
3,2	O
ferkílómetrar	B-ORG
að	O
stærð	O
.	O

Hálfsystir	O
hennar	O
,	O
Elísabet	B-PER
1	I-PER
.	I-PER
,	O
tók	O
við	O
af	O
henni	O
þegar	O
hún	O
lést	O
barnlaus	O
.	O

tilvísun	O
Úrvalsdeild	B-ORG
kvenna	I-ORG
í	I-ORG
knattspyrnu	I-ORG

Í	O
tilefni	O
þess	O
var	O
klaustrið	O
opnað	O
fyrir	O
forseta	B-ORG
Íslands	B-LOC
,	O
biskupi	B-PER
og	O
fleiri	O
gestum	O
.	O

''	O
CSI	B-ORG
:	I-ORG
NY	I-ORG
''	O

Eldgos	B-LOC
í	O
Grímsvötnum	B-LOC
.	O

TILVÍSUN	O
Háskólinn	B-ORG
í	I-ORG
Manchester	I-ORG

Windows	B-ORG
XP	I-ORG
(	I-ORG
Windows	B-ORG
NT	I-ORG
5.1	I-ORG
)	I-ORG

tilvísun	O
Karl	B-PER
10.	I-PER
Gústaf	I-PER

TILVÍSUN	O
Meyjarhofið	B-ORG
í	I-ORG
Aþenu	I-ORG

Evrópukeppnin	B-ORG
í	I-ORG
knattspyrnu	I-ORG
2008	I-ORG

Simpson-fjölskyldan	B-ORG
,	I-ORG
þáttaröð	I-ORG
9	I-ORG
(	O
1997-1998	O
)	O

Kommúnistaflokkur	B-ORG
Íslands	I-ORG
(	I-ORG
m-l	I-ORG
)	I-ORG

Haustið	O
-	O
Gamli	B-ORG
skóli	I-ORG
tekinn	O
í	O
notkun	O
á	O
Akureyri	B-LOC
.	O

Marg	B-PER
Helgenberger	I-PER
sem	O
Catherine	O
Willows	O

Yfirburðatímar	O
Fram	O
og	O
FH	B-ORG
reyndust	O
hins	O
vegar	O
á	O
enda	O
runnir	O
.	O

Þrjú	O
lið	O
tóku	O
þátt	O
;	O
KR	B-ORG
,	O
Fram	B-ORG
og	O
Valur	B-ORG
.	O

Chester	B-PER
A.	I-PER
Arthur	I-PER

Hann	O
er	O
best	O
þekktur	O
fyrir	O
að	O
vera	O
meðlimur	O
rokkhljómsveitarinnar	O
Led	B-ORG
Zeppelin	I-ORG
.	O

tilvísun	O
Frjálslyndi	B-ORG
lýðræðisflokkurinn	I-ORG
(	I-ORG
Japan	I-ORG
)	I-ORG

Tómas	B-PER
af	I-PER
Aquino	I-PER

''	O
Rússland	B-LOC
''	O
er	O
venjulega	O
haft	O
í	O
flokki	O
út	O
af	O
fyrir	O
sig	O
út	O
af	O
einstæðri	O
stöðu	O
sinni	O
á	O
svæðinu	O
.	O

20th	B-ORG
Century	I-ORG
Fox	I-ORG
var	O
drefingaraðili	O
.	O

Taking	B-ORG
the	I-ORG
Long	I-ORG
Way	I-ORG

En	O
það	O
ár	O
vann	O
sjónvarpsþátturinn	O
Fóstbræður	B-ORG
verðlaunin	O
.	O

TILVÍSUN	O
Heard	B-LOC
og	I-LOC
McDonaldseyjar	I-LOC

Á	O
hrakningum	O
sínum	O
átti	O
Ódysseifur	B-PER
leið	O
fram	O
hjá	O
ey	O
þeirri	O
,	O
er	O
þær	O
höfðust	O
við	O
á	O
.	O

tilvísun	O
Eyja	B-LOC
Játvarðs	I-LOC
prins	I-LOC

Sambandssvæði	O
þess	O
er	O
Austur-Skaftafellssýsla	B-LOC
.	O

Wolfgang	B-PER
Amadeus	I-PER
Mozart	I-PER

Frans	B-PER
2	I-PER
.	I-PER
,	O
1559-1560	O
.	O
